a11,a12,a21,a22,b11,b12,b21,b22,c11,c12,c21,c22
15,11,8,19,7,-1,-16,19,-71,194,-248,353
0,-8,1,12,-11,-8,-7,7,56,-56,-95,76
-16,-3,-17,13,-7,2,15,-1,67,-29,314,-47
10,-20,13,2,15,1,-16,12,470,-230,163,37
6,16,-2,9,6,-20,8,-14,164,-344,60,-86
-14,-8,1,8,-2,-14,1,8,20,132,6,50
1,17,2,5,3,5,12,-1,207,-12,66,5
8,-1,-3,-19,-3,2,14,-16,-38,32,-257,298
-6,-19,20,-16,1,-18,-18,15,336,-177,308,-600
-9,14,-3,5,-19,-11,-19,-3,-95,57,-38,18
-5,-16,0,8,6,4,8,15,-158,-260,64,120
-17,-10,-6,4,13,12,0,-15,-221,-54,-78,-132
-14,16,-9,11,-7,9,17,14,370,98,250,73
-3,12,-15,16,11,16,-19,11,-261,84,-469,-64
-3,13,-3,18,-9,6,1,17,40,203,45,288
10,1,5,20,11,-13,13,-6,123,-136,315,-185
-7,1,19,-19,19,5,11,10,-122,-25,152,-95
12,16,10,12,19,-4,-17,-19,-44,-352,-14,-268
12,-18,-4,-5,1,18,-15,17,282,-90,71,-157
16,3,13,7,8,-5,11,-6,161,-98,181,-107
3,3,19,-4,-15,8,2,8,-39,48,-293,120
12,3,15,15,7,12,-4,15,72,189,45,405
15,-2,-17,-19,-19,18,4,-15,-293,300,247,-21
-16,-7,-12,9,-3,-16,-10,6,118,214,-54,246
-7,-16,0,-9,11,2,-14,18,147,-302,126,-162
3,1,-17,7,11,10,1,-18,34,12,-180,-296
-13,-16,-8,14,4,-20,-7,-16,60,516,-130,-64
6,15,-9,2,3,15,17,-10,273,-60,7,-155
-19,-6,-19,3,3,-7,-8,20,-9,13,-81,193
-10,-7,20,-2,-9,0,-15,-17,195,119,-150,34
-4,-1,-12,-16,-10,3,0,11,40,-23,120,-212
4,8,6,17,-5,-4,13,17,84,120,191,265
-20,20,-13,-7,7,-3,20,-10,260,-140,-231,109
3,7,-7,9,15,-16,-12,5,-39,-13,-213,157
-20,19,4,1,6,-7,16,18,184,482,40,-10
-4,8,1,2,-2,10,-4,-10,-24,-120,-10,-10
9,20,-15,1,-1,2,-3,-4,-69,-62,12,-34
3,-7,-14,-5,-16,2,6,17,-90,-113,194,-113
17,8,-12,16,18,18,20,-14,466,194,104,-440
-6,12,6,-7,-2,6,18,20,228,204,-138,-104
3,-18,0,17,4,-18,20,1,-348,-72,340,17
6,15,14,5,-14,10,5,-11,-9,-105,-171,85
-3,-14,-8,-5,-16,0,-4,11,104,-154,148,-55
-5,6,1,-6,-16,13,-20,12,-40,7,104,-59
15,-3,-17,-12,10,20,-3,16,159,252,-134,-532
-6,6,12,-9,-16,-12,-17,-16,-6,-24,-39,0
-20,-12,4,0,-1,16,-17,0,224,-320,-4,64
3,0,15,19,-16,-3,-12,-15,-48,-9,-468,-330
-8,11,-1,20,6,-8,6,-8,18,-24,114,-152
-10,-19,-5,2,-13,9,20,-2,-250,-52,105,-49
-11,-3,-8,-11,-15,-15,-16,0,213,165,296,120
19,-3,-15,20,-4,19,13,-15,-115,406,320,-585
-18,-14,12,4,-8,18,1,8,130,-436,-92,248
9,-8,1,-4,11,12,8,-5,35,148,-21,32
-15,15,-20,-20,-16,16,-20,-15,-60,-465,720,-20
0,13,2,19,-6,-9,4,20,52,260,64,362
2,-19,-2,-18,-18,10,8,-3,-188,77,-108,34
-1,-1,-5,-4,9,-18,-13,16,4,2,7,26
9,-4,10,-17,9,-12,0,-20,81,-28,90,220
-9,-16,20,6,-14,6,15,6,-114,-150,-190,156
4,8,3,-1,-12,6,19,-9,104,-48,-55,27
13,11,-14,-13,4,12,13,-19,195,-53,-225,79
-1,-5,-11,13,-15,-3,-13,-8,80,43,-4,-71
7,6,8,-4,18,6,5,19,156,156,124,-28
-10,-4,15,2,3,16,-11,-20,14,-80,23,200
7,6,-17,-16,-16,-15,-2,-13,-124,-183,304,463
11,-13,-13,-4,-20,10,-12,-5,-64,175,308,-110
7,5,-3,7,11,2,15,8,152,54,72,50
-6,-3,20,3,18,18,-1,9,-105,-135,357,387
-3,3,10,3,15,20,14,5,-3,-45,192,215
20,3,19,16,-13,-10,-14,-14,-302,-242,-471,-414
-3,3,14,-9,-5,2,-3,-1,6,-9,-43,37
-16,-7,-9,5,12,-17,9,-5,-255,307,-63,128
-18,-15,-11,0,-14,18,-16,11,492,-489,154,-198
8,-17,-12,10,-18,-17,-20,4,196,-204,16,244
-4,3,-10,13,-14,17,-13,-9,17,-95,-29,-287
-13,0,7,9,-11,6,-11,-7,143,-78,-176,-21
15,-4,7,-16,-13,19,-13,-20,-143,365,117,453
-19,2,9,15,-14,-1,15,13,296,45,99,186
1,3,-9,4,-12,19,-10,11,-42,52,68,-127
-18,-1,3,10,16,-19,-18,11,-270,331,-132,53
2,3,7,-15,-14,4,10,-17,2,-43,-248,283
19,-16,8,-3,14,17,4,13,202,115,100,97
5,-9,3,-20,-6,-9,-19,10,141,-135,362,-227
-6,12,-17,-9,-2,18,4,-3,60,-144,-2,-279
9,19,20,11,9,-19,1,-13,100,-418,191,-523
3,-7,17,8,-7,8,2,20,-35,-116,-103,296
8,3,9,-16,-9,16,-19,-14,-129,86,223,368
12,0,1,17,1,3,16,-6,12,36,273,-99
4,19,-16,-16,4,-4,-11,13,-193,231,112,-144
-16,-18,-12,16,1,10,12,0,-232,-160,180,-120
-3,8,-18,-7,-4,-14,14,-15,124,-78,-26,357
2,4,-6,-2,-7,13,-3,-13,-26,-26,48,-52
-16,-16,7,-17,14,-9,1,4,-240,80,81,-131
-10,-14,-15,-2,-13,1,-16,18,354,-262,227,-51
6,-6,6,-6,17,5,8,12,54,-42,54,-42
-10,-15,-7,1,17,-19,-4,14,-110,-20,-123,147
8,10,5,19,15,8,1,-15,130,-86,94,-245
-6,-3,17,-20,-10,7,-5,-17,75,9,-70,459
18,17,-3,-10,-15,-15,-7,-4,-389,-338,115,85
1,15,-5,-1,7,-4,17,11,262,161,-52,9
-8,5,17,-20,9,16,7,19,-37,-33,13,-108
-13,15,-8,3,-20,12,-11,9,95,-21,127,-69
-16,17,11,-10,-16,9,-18,-9,-50,-297,4,189
9,-5,0,-8,-15,19,-6,9,-105,126,48,-72
-19,-8,-11,16,-6,6,-10,-10,194,-34,-94,-226
-14,20,-4,2,14,8,12,-2,44,-152,-32,-36
4,-1,-14,5,10,-2,-13,17,53,-25,-205,113
-10,-17,17,-1,8,-14,7,13,-199,-81,129,-251
3,16,11,18,-15,19,11,-3,131,9,33,155
-20,12,-5,6,5,1,-3,-6,-136,-92,-43,-41
12,3,-6,-10,6,4,16,-12,120,12,-196,96
8,17,-5,3,-8,-8,8,-16,72,-336,64,-8
-8,-14,13,2,5,20,18,3,-292,-202,101,266
9,8,5,4,-3,12,8,11,37,196,17,104
12,-4,11,7,8,6,11,-20,52,152,165,-74
-19,-13,-11,13,-7,-7,-3,12,172,-23,38,233
15,8,7,-7,9,-9,-17,12,-1,-39,182,-147
-5,8,7,14,13,8,-16,-20,-193,-200,-133,-224
4,-11,9,-8,-18,-17,6,3,-138,-101,-210,-177
18,-12,-4,9,17,-2,6,2,234,-60,-14,26
19,12,8,8,15,9,18,8,501,267,264,136
5,9,-1,19,-4,1,-14,10,-146,95,-262,189
-20,19,-11,-9,-7,-20,4,20,216,780,41,40
-11,-12,7,-1,7,6,-5,6,-17,-138,54,36
-8,-6,9,-9,7,17,-20,-10,64,-76,243,243
-1,-5,-13,-4,0,2,-4,-14,20,68,16,30
-20,0,16,-8,12,-3,-2,-18,-240,60,208,96
13,13,-16,-1,-10,2,-10,-19,-260,-221,170,-13
6,5,-15,0,14,8,-18,16,-6,128,-210,-120
7,12,8,20,-6,-8,12,1,102,-44,192,-44
7,15,-9,2,-15,-19,9,-16,30,-373,153,139
-5,14,19,-15,-16,-7,12,-7,248,-63,-484,-28
4,-15,3,-19,-18,3,-18,5,198,-63,288,-86
-14,7,12,-3,16,8,10,-20,-154,-252,162,156
19,-6,1,-10,18,7,-8,-17,390,235,98,177
-1,-4,16,6,2,19,-11,-12,42,29,-34,232
-14,-13,0,-7,8,20,6,7,-190,-371,-42,-49
-4,-9,11,12,14,-7,20,-14,-236,154,394,-245
4,-10,13,-13,-17,-14,-5,14,-18,-196,-156,-364
5,7,-17,-20,-3,-20,-6,-13,-57,-191,171,600
14,-2,10,4,7,-3,-4,-18,106,-6,54,-102
-8,1,6,-7,5,-4,10,-3,-30,29,-40,-3
-4,7,-9,-6,-7,-15,-10,7,-42,109,123,93
10,4,5,-11,6,9,8,-1,92,86,-58,56
-12,20,-14,-20,-12,-4,0,-6,144,-72,168,176
-2,-10,10,-14,-7,12,-5,-18,64,156,0,372
19,-17,-15,-9,19,16,-8,15,497,49,-213,-375
2,14,12,-16,20,-2,-11,-1,-114,-18,416,-8
-19,7,-13,2,6,17,-6,4,-156,-295,-90,-213
2,6,-13,3,2,11,-2,12,-8,94,-32,-107
-8,-10,-18,13,17,-17,-2,3,-116,106,-332,345
-1,12,-8,-18,-8,-6,-18,6,-208,78,388,-60
12,-1,8,-11,0,2,1,15,-1,9,-11,-149
-3,-9,-6,6,-7,-19,3,1,-6,48,60,120
0,-17,-5,-12,-10,7,-5,1,85,-17,110,-47
12,-5,5,-4,11,10,11,16,77,40,11,-14
-16,-17,1,-2,16,-17,6,-7,-358,391,4,-3
7,19,-2,-8,19,14,3,-17,190,-225,-62,108
13,8,6,-11,-7,-6,3,-13,-67,-182,-75,107
-20,0,19,20,-14,-15,-8,1,280,300,-426,-265
-3,6,-14,-20,3,3,-14,16,-93,87,238,-362
13,5,-3,7,9,-1,-11,15,62,62,-104,108
-10,11,-11,6,8,9,11,12,41,42,-22,-27
11,6,2,1,0,5,16,15,96,145,16,25
13,-14,-9,17,-6,9,-7,-3,20,159,-65,-132
17,4,-5,13,-13,-1,1,13,-217,35,78,174
-19,-2,-9,6,-14,-1,10,6,246,7,186,45
1,-19,17,-1,7,6,-16,1,311,-13,135,101
18,7,-20,3,-6,16,11,-3,-31,267,153,-329
9,13,-20,-6,16,14,-2,-12,118,-30,-308,-208
10,4,-2,13,-8,-9,-7,-18,-108,-162,-75,-216
3,-4,-11,6,-3,13,-8,-11,23,83,-15,-209
2,8,20,-2,16,-7,6,-20,80,-174,308,-100
-19,14,14,-5,-15,1,-6,-7,201,-117,-180,49
18,10,-17,-4,-5,-3,15,-10,60,-154,25,91
3,-7,-10,0,-2,20,-16,-17,106,179,20,-200
7,9,0,-17,6,7,3,11,69,148,-51,-187
-16,14,17,13,-4,-5,19,4,330,136,179,-33
18,6,-17,-4,-16,7,2,6,-276,162,264,-143
4,-13,9,8,19,-13,-10,10,206,-182,91,-37
13,-10,-11,10,-15,5,9,8,-285,-15,255,25
6,-11,-12,3,-17,2,10,-13,-212,155,234,-63
-7,17,-9,20,-6,-3,-9,15,-111,276,-126,327
-1,-7,1,-5,-12,16,12,4,-72,-44,-72,-4
6,6,-3,-16,6,15,12,-6,108,54,-210,51
-11,-9,12,16,-11,-12,10,-15,31,267,28,-384
4,-20,-6,-14,20,11,11,17,-140,-296,-274,-304
-13,14,19,10,-20,5,11,-9,414,-191,-270,5
-5,4,16,13,-14,-9,19,1,146,49,23,-131
-1,4,-9,19,-6,6,9,-10,42,-46,225,-244
-6,11,6,-4,-7,3,14,20,196,202,-98,-62
6,-16,-13,0,-12,-4,-6,11,24,-200,156,52
19,5,-7,7,-9,10,-9,15,-216,265,0,35
19,11,14,6,16,8,20,15,524,317,344,202
11,13,-13,4,-12,-18,-13,-7,-301,-289,104,206
4,18,-13,12,-14,-18,8,13,88,162,278,390
12,15,-19,-1,-11,10,16,20,108,420,193,-210
20,-13,-19,7,-14,-13,-14,-5,-98,-195,168,212
3,-7,-6,6,15,-2,15,-18,-60,120,0,-96
2,1,-3,-9,19,-8,14,9,52,-7,-183,-57
-6,20,16,-10,3,-16,13,14,242,376,-82,-396
-19,-13,20,5,-16,-20,-10,3,434,341,-370,-385
11,16,14,16,-20,-15,20,-14,100,-389,40,-434
11,-16,-18,13,10,-20,9,-18,-34,68,-63,126
17,9,14,-7,2,-8,18,-12,196,-244,-98,-28
14,2,11,16,-20,11,3,-7,-274,140,-172,9
-8,18,-7,-9,-14,18,-13,18,-122,180,215,-288
2,-17,14,-15,14,-10,-14,14,266,-258,406,-350
7,1,9,15,7,12,10,-19,59,65,213,-177
-9,14,-10,12,-4,-9,-4,1,-20,95,-8,102
2,-8,-16,9,13,10,17,-15,-110,140,-55,-295
-3,-2,-13,16,-20,15,1,-11,58,-23,276,-371
-7,-19,4,17,-12,5,-6,-9,198,136,-150,-133
-9,14,-10,9,4,-16,6,-7,48,46,14,97
12,0,13,-10,-18,18,-11,-15,-216,216,-124,384
-15,6,13,-10,15,4,16,-9,-129,-114,35,142
4,-3,-20,-16,6,17,-9,-8,51,92,24,-212
-14,16,18,2,-5,20,4,-17,134,-552,-82,326
0,-16,19,-6,-10,-15,-8,-9,128,144,-142,-231
6,4,-13,16,-9,12,-8,-17,-86,4,-11,-428
16,-9,8,14,-11,-15,-11,3,-77,-267,-242,-78
-15,-13,11,11,19,-2,-4,4,-233,-22,165,22
1,-14,-15,-18,-5,20,-3,7,37,-78,129,-426
-8,-1,7,-16,1,19,-9,19,1,-171,151,-171
3,0,2,12,-3,6,-15,19,-9,18,-186,240
-13,-18,14,-14,10,17,-8,-17,14,85,252,476
-5,-1,-5,14,15,-18,-1,7,-74,83,-89,188
4,-18,12,-8,4,-9,5,-8,-74,108,8,-44
6,16,-1,-4,15,3,-7,7,-22,130,13,-31
-4,1,20,-20,-12,-4,6,-18,54,-2,-360,280
1,-12,-9,6,11,18,-12,-4,155,66,-171,-186
-15,18,-4,-19,-19,-9,-5,7,195,261,171,-97
7,-1,15,-17,-6,4,-9,2,-33,26,63,26
0,2,-1,18,9,17,-18,10,-36,20,-333,163
-11,9,-18,-1,-18,5,11,-19,297,-226,313,-71
-17,-3,0,-8,12,1,13,-12,-243,19,-104,96
5,-17,20,10,8,-13,20,4,-300,-133,360,-220
8,18,20,-3,-5,-12,-13,-6,-274,-204,-61,-222
-4,-15,-6,6,-10,15,4,0,-20,-60,84,-90
-19,-6,-16,-13,-20,13,11,18,314,-355,177,-442
16,10,15,3,10,17,-4,-10,120,172,138,225
4,-8,11,8,-13,-8,13,-19,-156,120,-39,-240
-1,8,4,4,15,1,-16,-18,-143,-145,-4,-68
-12,-15,-9,7,-6,0,13,-7,-123,105,145,-49
11,-15,6,18,-16,-20,6,-1,-266,-205,12,-138
-6,15,-7,-15,-10,-15,0,11,60,255,70,-60
0,20,4,3,-3,1,-19,17,-380,340,-69,55
-8,-3,-13,9,14,17,12,18,-148,-190,-74,-59
2,19,8,6,-9,-4,-20,-12,-398,-236,-192,-104
-14,-19,13,-15,10,1,-10,1,50,-33,280,-2
-19,15,0,-6,-12,-9,3,18,273,441,-18,-108
-18,6,-7,18,-15,-20,-5,2,240,372,15,176
-20,-6,-8,-18,19,18,-7,-12,-338,-288,-26,72
13,15,6,8,-18,19,-3,3,-279,292,-132,138
8,-8,13,15,-6,-16,9,13,-120,-232,57,-13
-14,-19,-12,19,16,6,-14,1,42,-103,-458,-53
0,-5,1,13,-3,8,15,-14,-75,70,192,-174
0,-9,2,-20,20,13,0,-8,0,72,40,186
10,9,19,-13,-2,-11,-4,15,-56,25,14,-404
15,-19,-20,-7,-20,-4,7,20,-433,-440,351,-60
15,2,5,1,-13,7,-6,-10,-207,85,-71,25
-4,13,3,6,-10,-19,11,-19,183,-171,36,-171
0,-7,15,-6,3,-9,-18,16,126,-112,153,-231
-18,1,-17,-9,-6,19,14,18,122,-324,-24,-485
-14,-10,-1,-19,0,12,-12,11,120,-278,228,-221
14,-13,11,-18,5,-12,-8,10,174,-298,199,-312
-12,-4,-17,20,-17,16,18,1,132,-196,649,-252
-2,13,-3,19,-14,14,-1,-17,15,-249,23,-365
-14,0,-7,1,-15,-11,-20,6,210,154,85,83
19,2,6,-9,-14,3,-16,-9,-298,39,60,99
-3,-10,16,-13,-8,0,13,12,-106,-120,-297,-156
-14,13,-19,-7,7,-16,4,16,-46,432,-161,192
20,20,-1,-8,3,-13,-3,-2,0,-300,21,29
4,11,-2,-15,-14,0,-8,3,-144,33,148,-45
-15,16,19,18,15,-19,-18,-1,-513,269,-39,-379
-2,7,-20,-1,-10,-12,-10,-6,-50,-18,210,246
4,-16,-15,-1,-15,-19,14,-19,-284,228,211,304
-17,2,2,14,20,3,-4,-10,-348,-71,-16,-134
13,7,-12,-7,-2,-4,9,5,37,-17,-39,13
1,19,-11,8,11,-8,20,8,391,144,39,152
2,20,0,-12,1,11,-4,8,-78,182,48,-96
7,-10,-1,6,19,8,-12,-8,253,136,-91,-56
-8,18,-9,-13,-12,-1,-10,-12,-84,-208,238,165
8,-8,-20,-5,-8,-1,7,-9,-120,64,125,65
-15,20,4,-13,-15,16,9,7,405,-100,-177,-27
-8,7,13,16,-3,-14,15,-9,129,49,201,-326
17,4,12,-7,14,20,7,-13,266,288,119,331
-12,4,3,-9,0,-6,3,-15,12,12,-27,117
18,-15,1,9,19,0,12,-12,162,180,127,-108
9,20,5,-11,-20,20,-3,5,-240,280,-67,45
3,-13,5,7,-17,11,19,9,-298,-84,48,118
16,19,-7,20,-17,9,13,-11,-25,-65,379,-283
-16,17,14,-14,17,18,-3,-16,-323,-560,280,476
12,-13,-19,11,6,11,9,-5,-45,197,-15,-264
-14,19,-9,-4,-11,-8,6,1,268,131,75,68
-10,-13,-13,-4,1,16,-7,16,81,-368,15,-272
7,-20,-8,-20,16,12,11,-16,-108,404,-348,224
-15,-7,16,11,-20,-20,4,-1,272,307,-276,-331
9,5,6,-7,15,13,6,-6,165,87,48,120
20,0,7,-6,6,-9,17,2,120,-180,-60,-75
-6,16,15,-4,20,11,-11,19,-296,238,344,89
17,12,-4,-9,4,-9,7,15,152,27,-79,-99
-1,-5,-5,19,2,-14,-15,-14,73,84,-295,-196
8,-13,-9,-17,18,-19,12,5,-12,-217,-366,86
20,-3,19,-13,15,-11,-13,20,339,-280,454,-469
-9,4,12,-9,-18,4,-16,14,98,20,-72,-78
11,2,-13,16,-14,0,-3,-11,-160,-22,134,-176
-16,14,1,-18,11,-20,-10,-20,-316,40,191,340
1,20,6,-16,-5,-13,18,-20,355,-413,-318,242
7,-12,-2,-18,-18,-1,4,13,-174,-163,-36,-232
-8,-6,12,-20,11,-2,-5,-11,-58,82,232,196
-12,-9,15,-3,17,19,-17,4,-51,-264,306,273
6,0,-13,-8,1,12,-12,20,6,72,83,-316
19,20,-7,-19,-15,9,-10,4,-485,251,295,-139
19,-19,-14,-7,1,16,-3,7,76,171,7,-273
-20,-19,-19,-4,19,-15,-2,2,-342,262,-353,277
-6,11,-17,-6,6,15,-5,9,-91,9,-72,-309
13,-17,-19,-14,15,-17,-16,-11,467,-34,-61,477
16,-20,18,-13,1,5,-10,8,216,-80,148,-14
8,-12,19,-17,2,12,0,-14,16,264,38,466
16,0,17,-13,3,-4,9,19,48,-64,-66,-315
17,-9,16,-5,-13,-20,-3,20,-194,-520,-193,-420
9,18,-13,17,-14,12,-5,-4,-216,36,97,-224
-17,-12,11,1,12,-8,20,-2,-444,160,152,-90
-12,-4,14,16,-15,-14,19,-17,104,236,94,-468
13,11,-1,-20,-5,-1,17,1,122,-2,-335,-19
-16,19,15,-2,11,-4,16,7,128,197,133,-74
0,-12,-13,-9,-14,18,-14,11,168,-132,308,-333
-2,-10,-18,10,-20,5,-9,-15,130,140,270,-240
18,19,-19,-20,5,17,6,-20,204,-74,-215,77
-18,11,-7,-10,2,-10,7,11,41,301,-84,-40
-5,20,19,-20,-9,-15,15,17,345,415,-471,-625
16,2,-14,-12,20,-18,-11,13,298,-262,-148,96
-16,6,15,-14,20,-16,-18,13,-428,334,552,-422
0,-19,-10,-2,-5,-5,-11,5,209,-95,72,40
-11,-3,-15,-3,-10,2,4,-4,98,-10,138,-18
15,-11,2,12,1,-6,1,-14,4,64,14,-180
9,19,5,-8,18,15,14,-9,428,-36,-22,147
-8,6,5,12,-3,-8,14,-4,108,40,153,-88
9,8,-16,-18,13,-17,-2,1,101,-145,-172,254
-9,-16,-13,2,-18,-8,17,10,-110,-88,268,124
-6,18,-6,3,-2,4,-20,11,-348,174,-48,9
-15,-15,10,3,-20,-4,-16,-12,540,240,-248,-76
2,16,-9,0,-19,-8,-18,-7,-326,-128,171,72
19,17,-15,16,-20,-17,1,-6,-363,-425,316,159
-20,-7,14,11,18,10,-6,-6,-318,-158,186,74
3,-18,1,13,9,5,16,-5,-261,105,217,-60
0,-9,4,-9,-15,12,2,15,-18,-135,-78,-87
1,3,-1,-19,11,-13,6,11,29,20,-125,-196
20,-6,-16,14,-6,16,-19,13,-6,242,-170,-74
0,-19,5,-8,1,-7,-16,8,304,-152,133,-99
-8,13,11,-20,-5,0,-2,-12,14,-156,-15,240
-3,11,-10,-12,3,10,17,-13,178,-173,-234,56
9,-7,6,-1,3,-10,13,-14,-64,8,5,-46
12,-7,-11,-9,12,-19,2,14,130,-326,-150,83
-10,-18,11,-15,-4,0,-4,15,112,-270,16,-225
-20,3,9,2,9,-4,-11,-1,-213,77,59,-38
-7,-7,-7,-14,3,13,20,-11,-161,-14,-301,63
-16,-14,-3,12,18,6,-16,-14,-64,100,-246,-186
-15,1,-7,-16,10,12,2,-4,-148,-184,-102,-20
19,9,9,-15,4,10,-15,-15,-59,55,261,315
7,6,2,-12,5,-9,13,4,113,-39,-146,-66
2,-18,15,-2,13,9,4,-7,-46,144,187,149
7,-3,-5,18,-14,-15,-5,-2,-83,-99,-20,39
3,-14,-16,-6,-4,-16,5,-20,-82,232,34,376
-2,-12,-1,-1,-5,20,19,7,-218,-124,-14,-27
-6,-7,1,6,13,-4,-3,-15,-57,129,-5,-94
-17,-11,-12,-4,-6,10,-13,19,245,-379,124,-196
-7,-19,2,5,-18,-4,-3,20,183,-352,-51,92
-20,15,20,-8,5,7,-17,18,-355,130,236,-4
-16,1,17,-15,7,-13,18,7,-94,215,-151,-326
-11,-16,-15,-11,-13,15,18,-19,-145,139,-3,-16
11,15,-3,-18,20,5,-2,9,190,190,-24,-177
17,-16,-10,2,-13,-15,-1,15,-205,-495,128,180
-6,-3,-4,11,-6,2,-17,10,87,-42,-163,102
-2,-4,4,-2,8,10,-10,17,24,-88,52,6
6,-5,-4,15,-18,-18,15,-17,-183,-23,297,-183
-18,5,1,-16,14,12,-13,-10,-317,-266,222,172
-7,8,5,20,-20,4,4,10,172,52,-20,220
7,13,-19,-15,-20,0,-14,-9,-322,-117,590,135
-18,4,5,-4,15,-3,-11,10,-314,94,119,-55
-5,-5,18,-19,-2,-2,-18,16,100,-70,306,-340
9,-5,-18,6,3,-7,7,16,-8,-143,-12,222
-17,-5,14,-9,16,17,8,4,-312,-309,152,202
-18,-9,5,-17,-12,-3,-13,8,333,-18,161,-151
13,19,-10,17,-7,5,-7,-12,-224,-163,-49,-254
20,17,10,1,12,-17,-20,20,-100,0,100,-150
-12,8,1,-8,-13,16,-12,6,60,-144,83,-32
-19,14,8,-20,8,17,-10,3,-292,-281,264,76
-13,-7,-5,14,-14,-13,-9,0,245,169,-56,65
2,20,-18,1,-6,9,-6,-1,-132,-2,102,-163
-16,15,-15,-19,18,14,-15,8,-513,-104,15,-362
-13,1,14,-6,19,7,-8,20,-255,-71,314,-22
17,20,5,3,16,-17,-8,-9,112,-469,56,-112
-19,16,4,16,-1,3,5,-10,99,-217,76,-148
-14,-12,1,-9,0,1,-16,5,192,-74,144,-44
11,-18,-1,7,7,-7,-8,2,221,-113,-63,21
-4,-3,17,1,-18,-17,16,-8,24,92,-290,-297
10,15,11,3,20,-15,4,7,260,-45,232,-144
-2,-6,2,9,-11,-9,4,7,-2,-24,14,45
17,-20,-8,3,2,13,12,15,-206,-79,20,-59
16,9,-5,18,-5,-7,19,2,91,-94,367,71
-11,-5,-6,-16,11,5,12,15,-181,-130,-258,-270
-14,10,-9,-6,13,-12,8,14,-102,308,-165,24
2,11,-14,-17,-6,8,17,-7,175,-61,-205,7
-15,12,3,11,0,8,-9,9,-108,-12,-99,123
4,18,-7,4,11,-9,-1,-1,26,-54,-81,59
10,-5,20,14,15,20,-2,10,160,150,272,540
-10,5,14,-8,16,-19,14,14,-90,260,112,-378
-7,17,-11,-18,-19,-12,2,-17,167,-205,173,438
-12,12,-17,4,0,-3,12,-19,144,-192,48,-25
-15,-16,4,19,15,-2,-2,-20,-193,350,22,-388
13,19,11,15,10,6,-19,20,-231,458,-175,366
0,12,15,-2,-3,-3,19,-20,228,-240,-83,-5
-17,20,-19,-12,2,11,-17,18,-374,173,166,-425
-17,16,13,3,-16,-20,3,-1,320,324,-199,-263
10,-20,-8,-19,-17,-8,-7,1,-30,-100,269,45
20,-11,4,-8,16,15,-18,-7,518,377,208,116
-20,13,-5,-20,6,-17,9,-15,-3,145,-210,385
3,7,14,-20,15,-13,-15,12,-60,45,510,-422
13,-20,-3,-12,15,3,11,-4,-25,119,-177,39
-8,19,2,-7,4,-7,5,18,63,398,-27,-140
-12,-2,2,4,-13,7,9,3,138,-90,10,26
10,-17,-10,15,20,4,-13,-1,421,57,-395,-55
3,11,9,4,-20,-8,-8,-13,-148,-167,-212,-124
1,20,9,1,-2,-16,-20,18,-402,344,-38,-126
-4,-4,-16,18,-7,12,13,-15,-24,12,346,-462
19,-20,-17,-9,-18,-7,3,8,-402,-293,279,47
8,11,2,6,3,-10,16,-5,200,-135,102,-50
1,18,-6,-16,10,-13,18,9,334,149,-348,-66
17,17,-14,-19,19,-12,-4,9,255,-51,-190,-3
-8,-7,-5,8,-8,-17,-14,-8,162,192,-72,21
-1,-9,-2,-15,11,-18,1,10,-20,-72,-37,-114
5,20,-4,-5,2,16,-3,-14,-50,-200,7,6
2,-13,-16,-3,-8,-2,8,-4,-120,48,104,44
-6,8,-13,-6,8,0,2,-20,-32,-160,-116,120
13,-7,-9,-1,5,-7,15,18,-40,-217,-60,45
-15,11,0,11,-8,16,10,2,230,-218,110,22
7,-11,0,3,-7,6,-20,-18,171,240,-60,-54
-10,13,7,-16,12,8,0,10,-120,50,84,-104
-10,19,20,-4,19,16,0,11,-190,49,380,276
-13,10,0,-4,-18,-1,-7,-17,164,-157,28,68
5,-2,-9,-9,-18,14,-6,-3,-78,76,216,-99
-15,16,10,6,4,-20,-7,-19,-172,-4,-2,-314
5,18,-15,-12,-10,20,16,-17,238,-206,-42,-96
6,0,11,10,-12,8,5,-8,-72,48,-82,8
-4,-13,-10,14,7,-12,15,13,-223,-121,140,302
1,-17,16,4,-8,-20,-3,14,43,-258,-140,-264
12,10,2,3,-19,17,10,12,-128,324,-8,70
11,14,-7,-18,3,-5,4,10,89,85,-93,-145
18,-17,13,14,19,7,6,15,240,-129,331,301
8,-7,-8,7,-6,-5,-17,-14,71,58,-71,-58
14,-17,18,12,0,-19,-20,12,340,-470,-240,-198
13,-20,15,5,-20,13,12,-17,-500,509,-240,110
11,-11,3,15,-18,6,-9,17,-99,-121,-189,273
-2,-14,0,-10,-15,-10,-5,3,100,-22,50,-30
6,19,-20,-6,-4,-11,14,1,242,-47,-4,214
19,11,0,-9,8,14,2,-16,174,90,-18,144
-11,18,11,16,-1,-12,20,15,371,402,309,108
-20,20,0,-14,-15,-1,0,-11,300,-200,0,154
18,-19,3,19,-11,0,-12,-2,30,38,-261,-38
6,-9,-20,6,7,-15,-20,6,222,-144,-260,336
-6,-4,8,2,-9,11,-5,18,74,-138,-82,124
-10,9,0,1,17,17,-14,18,-296,-8,-14,18
2,7,4,5,1,-16,7,11,51,45,39,-9
15,-4,-4,-12,17,13,-8,-8,287,227,28,44
-3,-10,-8,11,-14,-2,5,-15,-8,156,167,-149
